1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
4.13,3.63,5.98,6.07,5.78,A,F,116,Economics,2797.51
5.41,7.2,4.03,7.87,7.47,D,Female,116,Environmental Science and Health,0.0
3.37,3.84,7.47,5.86,7.95,C,Male,241,Engineering,0.0
6.1,6.2,8.47,8.55,8.35,D,F,165,Aeronautics and Aviation Science,0.0
5.04,7.64,3.5,3.65,6.33,E,F,115,Environmental Science and Health,0.0
7.17,7.09,5.03,3.75,5.97,D,Male,241,Public Relations and Administration,6351.37
5.75,5.77,7.7,6.91,9.47,C,Male,116,Engineering,0.0
7.56,4.98,4.11,5.28,8.76,D,M,241,Economics,11797.42
5.96,7.57,8.49,7.17,6.86,C,Male,115,Economics,13564.95
6.54,5.0,8.6,8.38,8.82,D,Male,115,Environmental Science and Health,0.0
6.69,6.87,5.81,6.25,5.22,E,F,165,Environmental Science and Health,0.0
8.59,7.25,3.54,5.72,7.6,C,F,241,Aeronautics and Aviation Science,0.0
6.72,3.58,6.42,6.89,5.35,D,Female,241,Art,0.0
6.61,4.74,5.51,5.27,5.22,C,F,115,Public Relations and Administration,0.0
7.79,7.38,4.21,5.22,6.72,C,F,165,Art,14211.06
4.6,6.17,7.37,5.83,6.62,E,M,115,Economics,0.0
6.9,6.2,8.62,8.04,4.42,B,F,116,Art,0.0
7.17,3.69,4.88,4.67,4.16,B,Male,115,Engineering,0.0
7.76,5.38,3.73,5.54,9.48,D,Male,165,Economics,0.0
6.51,5.61,5.72,7.12,8.1,E,Female,116,Public Relations and Administration,8870.55
8.54,5.85,6.61,6.11,4.57,C,Male,116,Engineering,0.0
3.99,4.99,5.94,5.24,7.38,D,F,165,Environmental Science and Health,11669.22
7.21,6.28,3.72,7.47,7.27,D,F,165,Environmental Science and Health,0.0
4.53,3.63,3.55,5.39,4.04,D,M,115,Environmental Science and Health,0.0
3.0,5.18,6.89,5.45,6.82,E,Female,115,Engineering,0.0
7.75,7.46,7.48,5.33,4.4,D,Female,115,Economics,0.0
7.67,5.64,6.45,5.51,8.38,C,Female,241,Environmental Science and Health,0.0
8.1,8.09,7.68,8.03,5.44,E,Male,115,Economics,0.0
7.07,4.37,8.42,6.25,7.1,B,M,165,Economics,4736.12
3.84,5.34,7.1,3.6,4.67,C,Female,115,Environmental Science and Health,0.0
8.3,7.25,6.11,8.95,8.29,C,Female,116,Engineering,0.0
4.14,7.96,7.65,3.93,8.06,B,Male,241,Art,0.0
7.17,4.18,4.37,8.77,4.18,E,Male,165,Art,10217.28
5.82,6.64,5.94,3.85,7.58,A,Female,116,Environmental Science and Health,5256.37
7.3,7.93,6.74,5.25,7.2,D,Female,116,Environmental Science and Health,0.0
7.97,8.0,4.28,5.53,6.93,D,F,116,Public Relations and Administration,0.0
6.57,4.4,5.13,5.65,6.83,B,Male,116,Public Relations and Administration,0.0
6.77,6.61,4.94,3.71,4.99,C,Female,241,Engineering,0.0
4.73,6.89,6.76,4.94,9.06,B,Male,115,Aeronautics and Aviation Science,0.0
5.44,3.65,4.48,3.63,9.56,E,F,241,Engineering,0.0
3.76,7.02,8.45,5.89,9.2,D,F,165,Public Relations and Administration,0.0
5.09,4.75,4.25,3.93,9.09,B,M,116,Engineering,0.0
6.31,4.92,3.7,8.15,8.0,C,M,115,Art,0.0
7.06,6.0,4.71,5.81,9.29,E,M,116,Environmental Science and Health,0.0
5.49,6.48,4.71,6.99,4.28,E,Female,241,Economics,0.0
3.56,4.79,8.14,4.83,6.69,C,Male,115,Economics,0.0
8.78,5.96,6.55,3.95,7.7,C,Male,165,Engineering,14136.76
7.93,6.74,8.64,6.3,8.19,B,F,241,Environmental Science and Health,8540.33
5.3,3.3,8.45,3.91,4.8,B,M,115,Economics,0.0
8.05,7.75,7.61,7.49,8.61,C,M,115,Economics,0.0
7.4,8.05,3.73,7.21,6.14,C,Male,116,Engineering,8194.76
6.76,7.6,7.11,7.5,6.72,E,F,116,Engineering,0.0
6.5,3.75,7.89,7.92,7.07,A,M,241,Art,1505.29
8.05,6.94,6.02,4.38,4.14,B,F,115,Engineering,0.0
8.13,3.62,7.8,7.44,4.67,C,F,165,Engineering,0.0
6.81,4.97,5.54,5.66,5.45,D,Female,115,Art,0.0
3.0,4.88,3.56,3.66,6.37,D,Female,241,Economics,0.0
5.35,6.68,7.9,8.5,8.47,A,Female,116,Engineering,0.0
8.33,5.69,7.91,4.09,9.44,C,F,115,Environmental Science and Health,0.0
7.85,5.63,7.51,6.86,9.41,A,M,241,Environmental Science and Health,0.0
5.35,4.67,4.32,4.31,5.92,A,F,241,Environmental Science and Health,4525.42
5.9,4.02,3.9,5.85,8.27,D,Male,116,Engineering,0.0
4.46,7.02,6.1,8.58,9.01,C,Female,116,Economics,6184.98
8.2,5.27,5.53,6.6,7.08,D,M,116,Economics,0.0
4.97,6.75,4.65,8.84,6.51,D,M,241,Public Relations and Administration,0.0
3.97,7.71,8.07,6.68,5.1,C,F,116,Economics,0.0
3.0,3.81,6.84,6.75,4.23,B,M,115,Public Relations and Administration,0.0
8.8,4.6,6.68,6.57,7.79,C,M,165,Art,5033.15
5.76,5.57,6.21,3.68,4.91,D,Female,241,Environmental Science and Health,0.0
7.74,6.07,7.69,6.82,9.25,D,Female,165,Art,0.0
7.89,8.04,4.11,7.51,8.06,A,M,116,Aeronautics and Aviation Science,12676.57
4.09,6.42,6.02,3.93,9.41,E,Female,165,Economics,0.0
6.15,7.73,5.81,4.01,5.6,E,Male,115,Economics,0.0
6.8,4.52,6.98,7.36,5.83,B,F,165,Environmental Science and Health,0.0
3.66,6.59,4.9,3.64,6.39,C,Female,115,Engineering,0.0
3.61,3.86,7.61,6.09,7.74,C,M,115,Economics,0.0
5.44,6.63,5.05,8.23,7.29,C,Female,165,Environmental Science and Health,0.0
6.56,5.91,5.65,5.13,4.49,B,M,116,Environmental Science and Health,0.0
7.18,3.37,3.8,7.47,6.55,D,Female,115,Environmental Science and Health,0.0
4.85,4.41,7.49,4.41,7.19,D,Male,116,Engineering,13472.25
7.78,3.32,7.2,8.32,7.57,C,Female,115,Engineering,7650.79
4.82,5.33,5.31,8.94,6.19,C,M,165,Environmental Science and Health,0.0
6.81,7.81,6.46,6.32,7.63,B,Male,115,Aeronautics and Aviation Science,9439.85
3.31,7.99,6.68,6.69,7.66,A,F,241,Public Relations and Administration,5960.27
8.71,5.07,3.5,5.08,8.18,C,F,115,Aeronautics and Aviation Science,3892.06
4.41,7.03,7.47,5.81,9.06,D,M,165,Art,0.0
8.24,7.89,7.68,7.3,7.83,B,Female,116,Economics,0.0
3.29,6.72,4.59,4.72,4.25,A,M,115,Economics,9102.21
5.87,3.5,6.68,5.9,8.43,C,Female,241,Environmental Science and Health,0.0
7.82,5.42,7.37,4.23,8.97,A,F,165,Economics,6900.88
4.23,3.7,7.79,4.01,5.17,C,Male,115,Environmental Science and Health,8988.57
5.11,6.21,8.66,8.2,5.73,C,M,116,Engineering,0.0
5.71,3.5,6.15,5.81,7.42,C,M,241,Environmental Science and Health,0.0
5.78,7.4,7.91,4.94,9.21,B,Male,165,Engineering,0.0
3.48,4.32,7.53,6.9,4.38,D,F,116,Engineering,10860.0
3.81,4.77,8.07,8.14,6.29,B,Male,116,Engineering,2268.42
5.65,3.9,7.94,8.57,6.35,C,M,241,Aeronautics and Aviation Science,0.0
4.24,7.61,6.19,5.02,8.95,E,F,165,Engineering,0.0
6.25,4.79,8.43,5.34,7.44,C,Female,115,Economics,447.86
7.35,4.38,3.77,5.38,6.11,B,M,115,Environmental Science and Health,0.0
3.83,3.7,8.49,7.31,6.79,C,F,165,Environmental Science and Health,5248.5
4.54,4.58,8.22,6.69,4.55,A,F,241,Public Relations and Administration,0.0
8.59,5.24,8.4,5.58,8.43,C,F,115,Economics,0.0
6.17,6.21,5.03,7.31,6.2,D,Male,165,Engineering,0.0
4.11,5.93,5.96,3.58,7.98,C,F,241,Environmental Science and Health,0.0
7.91,6.61,4.48,5.75,6.63,D,M,115,Engineering,2320.11
5.22,3.38,7.22,7.78,8.52,B,M,116,Economics,0.0
2.97,7.35,3.68,6.36,8.78,C,Female,165,Environmental Science and Health,0.0
6.28,7.52,7.68,5.56,6.33,C,Male,116,Environmental Science and Health,842.2
3.82,5.52,8.46,7.28,6.94,C,Female,165,Public Relations and Administration,0.0
4.13,7.18,8.48,7.6,5.26,E,F,116,Aeronautics and Aviation Science,0.0
8.73,5.95,5.64,6.44,7.56,E,M,116,Aeronautics and Aviation Science,6686.54
7.15,4.47,5.52,7.69,5.09,C,Female,241,Economics,0.0
4.05,4.09,4.17,6.81,4.79,E,Female,115,Art,0.0
5.42,4.66,7.99,7.22,5.79,C,F,241,Environmental Science and Health,0.0
3.23,6.2,6.84,9.01,8.5,D,Male,165,Engineering,0.0
5.73,3.56,3.9,7.69,6.58,B,Female,116,Economics,0.0
6.98,5.63,8.67,8.71,4.39,D,M,116,Public Relations and Administration,0.0
4.82,6.74,6.59,7.05,6.34,D,M,241,Environmental Science and Health,0.0
3.46,8.06,6.13,8.14,7.28,B,Male,241,Art,6052.69
3.13,7.28,6.2,5.15,8.39,A,F,116,Art,5805.09
8.76,3.31,4.84,5.86,5.78,C,F,115,Public Relations and Administration,0.0
3.09,4.78,4.47,6.52,9.63,D,Male,115,Economics,0.0
7.39,7.46,3.89,8.45,7.24,A,M,116,Economics,0.0
5.01,5.89,8.09,6.1,4.65,E,F,165,Economics,0.0
3.41,5.8,7.68,5.27,9.09,A,M,165,Environmental Science and Health,0.0
6.15,4.2,5.24,3.92,8.9,E,Female,115,Environmental Science and Health,3654.23
6.29,4.81,7.56,8.66,5.62,A,F,165,Environmental Science and Health,1861.97
5.58,6.31,7.84,6.05,5.56,D,F,241,Engineering,0.0
4.02,5.36,3.55,6.43,4.46,E,Female,115,Environmental Science and Health,0.0
4.35,7.7,5.92,3.78,5.92,B,Male,116,Public Relations and Administration,3215.83
4.89,4.57,6.08,6.81,8.55,B,Male,241,Economics,0.0
8.52,3.47,7.57,7.76,6.69,C,Female,116,Engineering,14640.8
4.73,7.33,6.51,4.75,4.03,E,Male,115,Economics,0.0
4.38,5.84,3.93,7.06,4.78,B,F,165,Environmental Science and Health,0.0
7.98,4.81,5.44,4.07,8.47,E,M,165,Economics,0.0
8.12,8.12,7.36,8.9,4.09,C,F,116,Art,0.0
6.64,7.01,6.86,4.35,4.64,C,Female,115,Environmental Science and Health,650.73
5.53,4.86,4.95,5.54,5.13,D,M,165,Engineering,0.0
7.01,3.41,7.17,7.37,5.76,C,F,165,Engineering,0.0
6.27,4.68,6.31,5.19,7.19,C,Female,241,Engineering,0.0
4.77,6.07,6.7,5.9,8.9,D,M,116,Engineering,0.0
8.91,7.45,5.43,3.55,6.01,D,F,241,Public Relations and Administration,0.0
5.96,7.93,3.82,3.79,5.16,C,M,115,Economics,0.0
5.06,4.5,6.77,6.42,7.41,B,Male,116,Environmental Science and Health,4337.73
4.05,5.05,6.07,3.74,7.86,D,F,165,Economics,419.42
5.32,5.83,6.12,6.21,6.53,E,Male,165,Public Relations and Administration,8961.55
4.21,8.13,7.7,3.99,7.18,D,M,165,Public Relations and Administration,12182.88
8.37,4.22,8.5,5.38,6.82,E,Female,116,Economics,0.0
3.54,3.66,5.72,8.17,8.15,C,F,115,Engineering,0.0
7.49,3.64,8.06,7.2,7.71,C,M,115,Aeronautics and Aviation Science,0.0
7.78,7.19,4.91,4.93,7.54,D,Female,115,Environmental Science and Health,0.0
6.76,4.09,4.08,7.23,7.47,D,Female,115,Engineering,0.0
8.7,6.3,4.82,8.63,7.19,B,F,241,Art,0.0
8.78,5.41,7.82,7.69,7.54,A,F,116,Public Relations and Administration,4336.86
6.78,4.05,8.54,8.39,6.36,D,M,241,Environmental Science and Health,0.0
6.43,5.84,7.38,5.39,4.95,B,Male,116,Art,0.0
3.56,5.29,6.15,5.11,5.98,D,Male,115,Environmental Science and Health,0.0
7.39,6.72,8.07,5.18,7.65,A,Female,241,Economics,0.0
2.93,3.44,5.49,6.56,8.73,C,Male,165,Aeronautics and Aviation Science,9477.73
6.8,6.66,7.0,7.49,7.95,C,Male,241,Economics,0.0
4.39,4.36,3.52,5.35,9.62,D,Female,116,Environmental Science and Health,12016.35
7.64,3.41,5.67,5.12,5.85,E,Female,165,Public Relations and Administration,0.0
3.63,5.53,4.12,5.11,9.05,C,F,116,Art,0.0
3.86,7.07,5.97,7.52,7.76,D,F,165,Art,0.0
6.16,7.61,6.99,6.09,8.62,A,Male,241,Engineering,0.0
8.51,3.73,4.97,3.83,7.91,B,Female,115,Economics,0.0
8.19,5.87,3.57,4.91,5.12,B,M,165,Art,0.0
4.42,5.21,8.64,8.07,4.39,E,Male,241,Public Relations and Administration,0.0
3.45,6.85,8.14,4.23,9.55,A,M,241,Public Relations and Administration,0.0
5.51,7.99,6.36,3.98,4.65,B,F,116,Art,0.0
7.45,5.88,4.31,7.98,4.13,B,M,165,Engineering,11661.0
6.98,4.02,8.17,6.06,8.96,E,M,241,Engineering,0.0
6.27,7.5,5.82,7.24,7.89,D,F,241,Environmental Science and Health,14362.86
8.28,7.4,7.4,3.75,8.52,C,Male,165,Engineering,6676.1
6.98,6.17,5.15,5.84,4.02,C,Female,165,Environmental Science and Health,0.0
7.06,6.72,8.14,4.44,5.63,A,F,241,Aeronautics and Aviation Science,0.0
4.89,6.61,5.8,6.51,8.42,C,F,165,Aeronautics and Aviation Science,0.0
6.37,5.9,3.79,7.28,4.65,B,F,165,Environmental Science and Health,0.0
3.58,3.39,6.28,8.33,7.15,C,M,165,Engineering,0.0
8.62,8.17,4.3,8.97,8.06,A,Female,165,Public Relations and Administration,0.0
4.59,8.01,6.85,6.73,5.1,C,F,116,Aeronautics and Aviation Science,0.0
4.72,6.75,7.31,4.6,6.81,C,Female,165,Environmental Science and Health,0.0
5.31,5.91,5.7,8.27,4.81,D,M,241,Economics,0.0
8.39,7.51,7.03,8.23,6.81,A,Female,165,Engineering,0.0
3.74,4.17,7.13,5.67,6.42,C,Female,241,Public Relations and Administration,0.0
7.3,3.33,7.07,5.5,7.82,B,F,116,Aeronautics and Aviation Science,0.0
4.82,6.55,4.05,6.3,5.61,C,Female,116,Engineering,9393.27
8.97,5.66,6.75,3.65,5.63,E,F,116,Environmental Science and Health,0.0
3.73,6.5,3.83,3.68,8.81,C,F,241,Engineering,0.0
8.88,4.99,7.06,4.79,5.88,D,M,165,Engineering,1321.21
5.43,6.59,8.05,7.6,6.41,B,M,116,Environmental Science and Health,13830.66
5.6,7.96,8.5,7.57,7.24,C,Female,115,Art,0.0
6.31,7.98,3.84,8.51,7.08,C,Female,116,Economics,0.0
3.98,4.88,4.37,8.2,4.04,C,M,165,Public Relations and Administration,0.0
8.12,3.34,4.6,6.32,8.13,B,Male,165,Economics,0.0
6.84,5.07,6.86,5.02,6.96,A,M,115,Engineering,0.0
6.01,6.83,8.0,6.4,8.29,D,F,115,Environmental Science and Health,0.0
3.39,6.89,5.94,8.39,5.02,C,Female,116,Aeronautics and Aviation Science,0.0
6.64,6.52,3.51,3.98,6.33,E,Female,115,Art,0.0
8.28,7.15,7.48,3.57,8.72,C,M,165,Environmental Science and Health,0.0
3.88,8.25,6.1,7.32,7.56,E,F,116,Engineering,0.0
6.5,3.28,6.17,3.96,9.2,E,Female,115,Engineering,0.0
8.19,5.91,4.6,8.98,6.47,C,F,116,Economics,10513.81
5.87,6.17,4.27,6.04,4.58,C,F,115,Public Relations and Administration,0.0
8.92,7.07,7.69,8.02,4.3,C,Male,241,Engineering,788.33
7.5,3.39,4.24,8.23,4.79,C,M,241,Economics,0.0
2.98,7.1,5.98,4.17,4.68,C,Female,116,Art,0.0
8.13,5.66,6.61,4.0,7.52,C,M,241,Engineering,145.23
8.55,4.86,7.72,6.5,8.06,B,Female,116,Art,0.0
5.89,5.12,4.61,8.61,9.0,E,Male,116,Engineering,0.0
4.16,5.94,5.01,7.0,7.95,D,Male,241,Art,0.0
4.78,3.68,6.39,6.82,8.74,C,Female,116,Environmental Science and Health,0.0
3.09,7.69,4.92,6.38,6.58,C,M,241,Art,0.0
7.09,6.98,3.67,6.24,5.77,C,F,241,Engineering,0.0
4.07,7.47,4.54,5.0,5.73,D,M,115,Aeronautics and Aviation Science,0.0
3.59,6.34,3.73,6.54,6.45,A,M,116,Public Relations and Administration,0.0
5.57,6.26,6.76,7.86,9.44,A,F,116,Environmental Science and Health,12089.93
5.04,3.4,3.66,7.98,4.45,D,Male,115,Economics,1801.22
4.24,4.45,6.5,7.03,7.49,C,Male,241,Environmental Science and Health,9924.14
6.46,5.27,7.36,4.29,5.03,C,M,116,Aeronautics and Aviation Science,9711.38
8.61,5.95,7.71,8.87,5.66,C,Female,115,Economics,0.0
4.22,5.43,6.16,8.41,8.63,B,Female,116,Engineering,0.0
5.45,6.25,5.25,5.31,5.63,C,F,115,Engineering,0.0
8.47,7.75,8.61,4.01,6.79,E,M,241,Art,0.0
5.62,3.3,7.96,4.34,9.07,C,Female,165,Public Relations and Administration,0.0
3.15,5.36,3.65,6.94,4.21,B,Female,115,Economics,0.0
5.28,7.82,5.89,5.51,6.22,D,Male,165,Economics,0.0
7.28,6.63,4.5,6.97,4.38,D,Female,116,Public Relations and Administration,0.0
3.48,6.11,8.5,8.99,4.62,A,M,241,Economics,0.0
8.57,3.37,5.81,9.01,9.43,D,M,115,Aeronautics and Aviation Science,0.0
3.54,3.61,3.83,8.47,4.13,A,M,116,Environmental Science and Health,1199.81
8.11,7.85,7.69,6.13,7.44,C,F,165,Environmental Science and Health,0.0
5.85,5.48,8.12,3.91,6.24,C,Male,115,Environmental Science and Health,12075.0
7.05,4.95,5.33,4.38,7.32,C,M,241,Engineering,13415.68
7.15,4.49,4.97,4.88,7.51,D,Male,115,Engineering,0.0
7.61,7.54,5.84,4.05,6.1,A,Female,116,Economics,0.0
5.2,6.7,5.99,7.88,4.24,B,F,116,Engineering,10927.56
8.07,6.71,5.22,8.59,8.98,C,Male,116,Public Relations and Administration,0.0
8.17,6.83,5.62,4.54,7.03,E,Male,116,Economics,0.0
8.94,4.52,7.88,6.94,7.91,B,Female,116,Public Relations and Administration,0.0
8.45,8.02,3.7,5.74,7.43,B,M,116,Engineering,0.0
5.23,6.42,4.81,8.43,6.44,B,Male,165,Public Relations and Administration,0.0
7.95,3.63,5.15,6.7,5.82,E,Male,116,Engineering,0.0
8.85,5.1,7.49,8.69,6.45,D,M,165,Engineering,0.0
6.64,6.54,4.63,4.23,8.5,D,Female,165,Art,0.0
7.44,5.34,7.09,5.47,7.96,C,M,116,Engineering,6333.58
7.23,7.9,3.77,4.09,4.54,D,F,165,Economics,11678.6
3.91,5.82,8.41,5.52,6.55,E,Male,165,Art,0.0
4.59,5.18,5.75,3.7,7.93,D,Female,115,Engineering,0.0
5.44,4.57,5.58,6.47,6.83,B,Female,116,Art,0.0
4.17,6.51,3.61,3.65,8.43,C,F,241,Environmental Science and Health,0.0
5.97,5.38,7.94,6.74,6.76,D,F,115,Environmental Science and Health,0.0
6.78,8.02,6.66,4.02,6.22,C,F,116,Public Relations and Administration,3115.93
7.67,8.0,5.57,8.48,8.28,C,Female,115,Environmental Science and Health,7365.91
7.3,3.95,4.65,5.66,8.66,D,M,241,Environmental Science and Health,0.0
8.54,4.48,5.69,8.83,7.71,C,M,241,Economics,0.0
8.92,7.57,4.93,5.03,6.79,C,M,165,Economics,0.0
3.38,3.71,6.67,8.07,5.65,C,F,165,Economics,8908.6
4.97,7.47,7.49,4.04,7.44,C,Female,115,Economics,6656.21
7.32,6.63,6.99,6.27,6.78,D,M,116,Engineering,0.0
2.95,3.84,5.04,7.01,9.09,D,F,165,Economics,8178.01
5.94,5.12,5.71,4.12,6.41,C,F,241,Economics,0.0
7.51,4.21,4.13,7.91,7.42,D,F,165,Economics,0.0
8.68,8.21,4.88,6.18,6.17,C,F,241,Art,0.0
5.27,7.55,8.28,6.1,7.26,C,F,241,Economics,0.0
7.97,4.74,8.5,6.63,5.36,C,Female,241,Public Relations and Administration,0.0
7.46,4.0,8.53,5.8,7.97,D,M,116,Environmental Science and Health,0.0
8.37,5.3,7.41,7.08,8.02,C,F,115,Economics,0.0
7.29,7.94,8.12,6.15,4.63,A,M,241,Public Relations and Administration,0.0
8.4,5.45,5.59,5.19,6.39,D,F,115,Public Relations and Administration,0.0
5.82,4.48,7.2,7.81,9.54,C,F,115,Economics,0.0
4.89,6.84,5.84,3.75,9.09,D,M,165,Public Relations and Administration,0.0
6.69,7.87,7.23,7.15,5.33,B,Female,115,Engineering,9223.09
8.4,8.16,5.66,4.1,4.79,D,Male,241,Economics,0.0
3.45,7.66,7.55,7.82,8.76,B,Female,115,Environmental Science and Health,0.0
3.01,7.26,8.16,5.85,7.5,A,M,165,Environmental Science and Health,0.0
6.09,6.1,5.97,7.42,5.12,A,F,241,Public Relations and Administration,0.0
6.14,3.98,8.68,6.53,7.42,C,F,115,Art,0.0
7.4,8.03,7.04,4.24,4.07,C,F,165,Environmental Science and Health,0.0
3.35,6.66,3.69,4.34,5.23,B,M,116,Aeronautics and Aviation Science,0.0
2.91,4.02,4.67,8.95,8.5,E,F,115,Aeronautics and Aviation Science,0.0
8.89,7.95,6.81,6.52,4.98,C,M,241,Environmental Science and Health,5883.2
3.88,6.57,3.86,7.75,6.08,B,F,115,Public Relations and Administration,0.0
6.51,6.46,6.54,8.23,9.15,D,Female,116,Economics,0.0
4.35,4.07,6.81,6.49,8.01,D,Male,115,Engineering,0.0
6.27,4.44,5.49,6.33,8.74,D,F,115,Engineering,0.0
6.93,4.16,6.03,5.44,5.4,D,M,116,Economics,0.0
3.28,4.85,5.82,7.8,8.89,E,Female,241,Aeronautics and Aviation Science,6429.69
8.98,6.47,4.99,4.87,5.92,E,M,116,Engineering,0.0
7.69,4.62,3.96,5.04,5.74,C,Female,165,Environmental Science and Health,1222.83
3.85,5.22,6.57,4.95,6.96,B,F,165,Environmental Science and Health,6829.85
6.46,4.32,4.12,4.59,7.1,D,F,116,Economics,0.0
3.21,7.73,3.74,4.73,6.15,D,F,116,Art,1182.11
6.13,7.14,6.16,4.87,8.32,C,Male,116,Public Relations and Administration,4652.95
8.58,3.66,4.68,4.5,4.61,E,Female,116,Economics,0.0
7.49,8.01,6.23,4.68,4.68,E,Male,165,Engineering,9725.94
6.03,8.03,5.35,7.52,4.53,A,Female,241,Engineering,4717.53
4.18,5.59,4.93,8.25,7.23,C,Male,165,Economics,0.0
8.16,6.7,5.56,6.42,8.15,E,Male,241,Economics,11198.38
7.91,4.54,3.63,8.18,7.18,D,Male,116,Aeronautics and Aviation Science,0.0
6.46,5.36,5.35,4.44,7.53,C,Female,116,Art,0.0
6.5,4.45,5.48,7.46,7.26,A,F,115,Environmental Science and Health,0.0
5.33,7.68,5.41,4.18,9.21,C,F,115,Engineering,0.0
2.97,4.58,3.99,4.73,8.1,D,Female,241,Environmental Science and Health,0.0
6.71,4.17,3.55,7.49,8.68,D,F,241,Engineering,0.0
8.89,5.63,6.5,6.16,4.46,E,Male,165,Economics,0.0
8.08,6.83,3.98,7.35,4.4,A,F,165,Economics,0.0
4.44,8.08,5.14,7.93,6.34,B,F,115,Environmental Science and Health,4515.75
6.51,7.85,3.89,5.31,9.34,C,Male,115,Engineering,0.0
4.84,7.49,7.42,8.26,8.28,B,M,115,Art,6882.19
7.25,7.43,4.02,8.17,7.88,C,Female,241,Engineering,5364.46
5.23,6.46,8.49,5.92,7.97,E,M,241,Environmental Science and Health,0.0
4.67,7.3,6.78,7.42,6.18,D,M,241,Economics,0.0
6.31,7.68,8.23,8.24,8.79,E,Male,165,Environmental Science and Health,0.0
3.72,6.28,7.08,4.34,9.56,C,M,115,Art,0.0
3.54,4.31,5.96,5.67,5.46,B,M,241,Art,0.0
6.32,7.06,6.41,7.65,4.74,B,Male,115,Aeronautics and Aviation Science,0.0
8.21,6.64,4.48,4.39,4.66,C,F,241,Art,0.0
4.98,7.56,8.0,7.65,5.43,B,F,116,Economics,6200.63
8.74,4.51,6.49,6.45,5.56,E,M,116,Aeronautics and Aviation Science,0.0
5.31,6.84,3.87,5.85,5.59,C,Male,165,Public Relations and Administration,0.0
7.74,3.59,4.42,7.12,9.04,E,F,116,Engineering,0.0
3.08,7.03,7.32,7.98,6.19,D,F,165,Environmental Science and Health,0.0
6.89,4.83,4.84,7.18,8.15,A,Female,116,Engineering,0.0
5.28,6.99,7.98,4.84,7.56,E,F,165,Public Relations and Administration,4797.1
8.31,7.68,5.42,6.97,5.93,D,M,115,Economics,0.0
4.9,4.88,4.56,4.88,4.62,D,Male,165,Engineering,223.3
5.35,7.81,4.78,8.92,7.48,E,Female,241,Aeronautics and Aviation Science,0.0
8.8,3.38,5.74,6.75,7.55,C,M,241,Engineering,0.0
3.01,4.62,6.87,6.14,7.43,C,Male,165,Art,0.0
7.12,5.19,5.43,4.13,8.49,D,F,116,Environmental Science and Health,0.0
4.21,5.94,6.26,6.91,4.19,A,Female,165,Environmental Science and Health,9341.17
3.51,6.64,6.61,6.83,8.64,D,Male,115,Public Relations and Administration,0.0
8.63,5.16,3.5,8.1,7.33,E,M,165,Economics,10237.97
4.71,5.3,6.41,4.52,4.16,E,Male,115,Engineering,0.0
6.59,3.96,5.31,6.99,8.81,D,F,116,Engineering,0.0
7.36,3.26,4.62,6.78,7.69,D,Male,115,Economics,0.0
8.8,3.44,5.76,6.61,9.48,D,Male,115,Public Relations and Administration,851.78
6.77,5.97,6.84,8.73,8.88,E,Male,115,Art,0.0
4.72,6.03,4.52,5.18,6.02,C,F,116,Economics,0.0
5.54,4.0,3.58,4.31,6.84,B,Female,241,Environmental Science and Health,0.0
5.68,7.24,5.02,5.63,5.39,E,Male,116,Environmental Science and Health,0.0
4.12,5.58,6.83,6.95,7.94,C,Female,241,Economics,0.0
6.72,5.14,8.55,8.84,9.09,B,F,116,Engineering,5424.97
7.45,6.16,8.38,8.11,8.18,D,M,116,Economics,0.0
8.21,7.81,4.35,8.4,4.06,B,Male,116,Environmental Science and Health,0.0
3.92,4.15,5.3,4.07,6.77,C,F,165,Economics,0.0
7.12,5.09,6.53,7.05,8.2,D,Female,116,Environmental Science and Health,0.0
3.86,5.28,6.42,7.65,5.99,D,Male,115,Economics,0.0
8.41,4.3,5.62,8.33,7.8,C,Female,116,Art,0.0
4.29,7.68,4.26,6.29,4.33,B,F,241,Art,6232.41
6.76,3.9,3.99,8.14,9.19,E,M,116,Art,14503.37
4.17,7.55,5.38,5.31,6.17,D,M,116,Aeronautics and Aviation Science,0.0
3.47,6.93,8.19,7.46,5.08,C,Female,116,Art,0.0
3.51,3.53,5.46,7.79,8.14,C,Male,241,Economics,0.0
7.51,4.97,5.58,6.08,4.19,D,Male,116,Environmental Science and Health,14715.85
8.85,5.61,5.99,8.68,4.12,D,F,116,Economics,7809.97
8.12,4.23,5.87,7.85,8.93,D,F,165,Engineering,0.0
2.97,6.04,6.04,7.9,7.96,B,M,165,Aeronautics and Aviation Science,0.0
8.86,7.18,5.92,8.35,8.99,C,Male,116,Art,0.0
6.11,8.07,5.11,8.76,7.08,D,Female,241,Economics,1205.74
7.18,7.47,5.98,5.52,5.48,D,M,115,Aeronautics and Aviation Science,0.0
4.96,5.09,5.18,5.96,6.91,C,F,116,Art,0.0
5.49,4.21,3.7,4.83,9.01,D,M,165,Engineering,8899.18
3.97,8.13,6.46,8.47,5.66,C,Male,116,Public Relations and Administration,275.14
5.76,6.86,5.1,6.3,7.12,C,M,115,Public Relations and Administration,0.0
3.45,3.64,3.98,4.36,5.75,A,Female,241,Engineering,2811.47
3.61,4.09,8.35,3.51,5.79,C,Male,241,Environmental Science and Health,2510.05
4.49,3.57,3.94,6.89,4.95,C,Female,165,Environmental Science and Health,9456.18
